"","x"
"1",19.7946413220734
"2",17.3773136045806
"3",16.8541349464994
"4",16.5173640339187
"5",16.2467692957473
"6",16.0113824923043
"7",15.8221247266204
"8",15.6399613102878
"9",15.4628353025732
"10",15.3013294209438
"11",15.1554052243257
"12",15.0255521619219
"13",14.8946341900301
"14",14.7584422788419
"15",14.6417567554048
"16",14.5232235732066
"17",14.4070736653993
"18",14.3001339033617
"19",14.2014426267604
"20",14.1009938458462
"21",14.0068101934588
"22",13.9167282430182
"23",13.822618034966
"24",13.7362241138121
"25",13.6544788517676
"26",13.581035543162
"27",13.5052111376873
"28",13.4353795194536
"29",13.3508099971139
"30",13.2791142706027
"31",13.2143236344764
"32",13.1483754937253
"33",13.080613327304
"34",13.0127477112084
"35",12.9525482481856
"36",12.8957124140111
"37",12.8366887856073
"38",12.7783846739912
"39",12.7214500741892
"40",12.6604749528557
"41",12.6067312445967
"42",12.5598431767847
"43",12.5032206883805
"44",12.4515872680625
"45",12.3999820276106
"46",12.3505153878973
"47",12.2991454778324
"48",12.2531888418405
"49",12.202537281128
"50",12.1552689790234
"51",12.1108554967993
"52",12.0649435840065
"53",12.0139858606938
"54",11.9693123952389
"55",11.9249889181954
"56",11.8841185689787
"57",11.8394853330374
"58",11.7958604296298
"59",11.759232749712
"60",11.7142280891223
"61",11.6732697382376
"62",11.6310109101718
"63",11.5881037560241
"64",11.5489501920217
"65",11.5069618286765
"66",11.4690207649538
"67",11.431327679227
"68",11.3921911292513
"69",11.3532236429179
"70",11.3118951695223
"71",11.2724472482906
"72",11.2340186689527
"73",11.1983605294332
"74",11.1609374749292
"75",11.1260408253664
"76",11.091763944901
"77",11.0566910661514
"78",11.0200350107123
"79",10.9866064245786
"80",10.9520876481414
"81",10.9155175733357
"82",10.8782439952257
"83",10.846928666545
"84",10.8138845107194
"85",10.7771898207244
"86",10.7466208898137
"87",10.713530416967
"88",10.6800643583305
"89",10.6474866673631
"90",10.6182624837942
"91",10.5854248750409
"92",10.5549732443227
"93",10.52411977349
"94",10.4934788245496
"95",10.4614920891783
"96",10.4338810884921
"97",10.4006026272903
"98",10.3673599701476
"99",10.3366972182153
"100",10.3066691584177
"101",10.2765876447075
"102",10.2455287600053
"103",10.2175178499645
"104",10.1874321660965
"105",10.15701900659
"106",10.1276394653658
"107",10.1008128775494
"108",10.0736914799581
"109",10.0470483539983
"110",10.0185651962594
"111",9.99176071164796
"112",9.96293869637542
"113",9.93428520381064
"114",9.90470915745024
"115",9.87664089734274
"116",9.85050363917229
"117",9.82576167670891
"118",9.79994453755209
"119",9.77331136690523
"120",9.7455279304962
"121",9.72174126063745
"122",9.6964941199607
"123",9.67109173469761
"124",9.64530324237954
"125",9.61909284512875
"126",9.59689456387375
"127",9.57203503309423
"128",9.546025090559
"129",9.52153048380372
"130",9.49504291823816
"131",9.47057435398635
"132",9.44728797092004
"133",9.42230969317873
"134",9.39780055161246
"135",9.37515070150598
"136",9.35060981915574
"137",9.32742423860937
"138",9.30244103915301
"139",9.27922173357434
"140",9.25503110721836
"141",9.23191723876586
"142",9.2089205127799
"143",9.18887751873546
"144",9.16445838888636
"145",9.14271902611693
"146",9.12071568369528
"147",9.09816436168774
"148",9.07723878769927
"149",9.05535376033115
"150",9.03410949127605
"151",9.00897314857374
"152",8.9884607429537
"153",8.96584453305993
"154",8.94308776629958
"155",8.92291436454797
"156",8.90383717331337
"157",8.88025412999153
"158",8.86107092096992
"159",8.83706462734688
"160",8.81749829395694
"161",8.79680446323663
"162",8.77679676373582
"163",8.75592180712004
"164",8.73422071003686
"165",8.7123294483142
"166",8.69189705421755
"167",8.67109653895537
"168",8.65186663172168
"169",8.63207725399208
"170",8.61193022967935
"171",8.5911317569809
"172",8.57075081854315
"173",8.55155673045055
"174",8.53202621573933
"175",8.51216183022174
"176",8.49266389576331
"177",8.47365865901828
"178",8.45511519192394
"179",8.43363582226691
"180",8.41526516014848
"181",8.39638365137716
"182",8.37783812051531
"183",8.35852048746901
"184",8.33794459599085
"185",8.31901213580104
"186",8.29985031666659
"187",8.28026261125748
"188",8.26293377194315
"189",8.24591488115149
"190",8.22764144374955
"191",8.20953383409919
"192",8.19157939456584
"193",8.17264771833788
"194",8.15364844153447
"195",8.1366199771477
"196",8.11968337590996
"197",8.10059575228368
"198",8.08150633106021
"199",8.06544328696117
"200",8.04820773830991
"201",8.03076509674738
"202",8.01257400112093
"203",7.99639537466874
