"","x"
"1",494.725724613349
"2",491.221783878887
"3",488.346903726316
"4",486.172504800111
"5",483.940353012156
"6",482.186707170423
"7",480.291014462329
"8",478.607271574442
"9",477.180828133803
"10",475.743489639153
"11",474.247516765295
"12",472.840068731085
"13",471.507709029112
"14",470.262421236639
"15",468.990459875166
"16",467.725949679624
"17",466.480585407988
"18",465.187906070376
"19",464.116551248428
"20",462.927229774985
"21",461.862590777873
"22",460.667773612993
"23",459.651031641295
"24",458.540655640693
"25",457.528292054033
"26",456.413845533538
"27",455.427374604969
"28",454.474776870559
"29",453.405747270032
"30",452.474646468657
"31",451.574477773488
"32",450.593458994773
"33",449.682582302877
"34",448.681303974297
"35",447.817448465037
"36",446.93250060073
"37",446.000578982337
"38",445.202488290386
"39",444.279192543249
"40",443.348368072271
"41",442.58208355555
"42",441.683188383127
"43",440.822417495236
"44",439.984081933467
"45",439.178492827892
"46",438.349405053319
"47",437.529038535963
"48",436.637392998953
"49",435.789372553553
"50",435.018601979552
"51",434.263866388198
"52",433.506118296174
"53",432.701568840248
"54",431.9463730416
"55",431.157633552834
"56",430.333401217112
"57",429.610002747204
"58",428.83302528362
"59",428.076989215404
"60",427.276010334809
"61",426.609700925589
"62",425.857156289168
"63",425.126507604359
"64",424.399926421043
"65",423.732541953333
"66",423.008638818202
"67",422.280769475918
"68",421.583852694102
"69",420.918535365333
"70",420.135433894811
"71",419.408615653377
"72",418.764607568914
"73",418.07923412678
"74",417.355223807018
"75",416.675308032967
"76",416.084188900908
"77",415.318330642335
"78",414.707396421186
"79",414.037350544179
"80",413.298428182225
"81",412.647258106032
"82",412.050140760358
"83",411.324825529077
"84",410.707080902857
"85",410.055896653211
"86",409.46266688278
"87",408.839636508317
"88",408.195577041423
"89",407.52130761129
"90",406.871999186053
"91",406.266671007035
"92",405.636461640021
"93",405.041630629432
"94",404.471388201296
"95",403.753185598182
"96",403.163682997828
"97",402.542910305906
"98",401.930323469321
"99",401.301260298347
"100",400.721660974269
"101",400.131393493601
"102",399.461801472809
"103",398.8800905978
"104",398.363205887445
"105",397.769759557205
"106",397.156171731671
"107",396.579465990213
"108",395.983937817415
"109",395.394543163611
"110",394.803204595229
"111",394.225927356695
"112",393.616587222512
"113",393.03465081344
"114",392.432912137717
"115",391.919409365283
"116",391.336950044816
"117",390.741299099522
"118",390.17402414304
"119",389.595456566127
"120",389.024364592281
"121",388.514761299046
"122",387.963490205821
"123",387.377448217354
"124",386.811523663437
"125",386.275283371178
"126",385.781343464473
"127",385.234136266003
"128",384.685761148686
"129",384.126642320395
"130",383.556354443732
"131",383.025765440833
"132",382.449377352206
"133",381.92008639091
"134",381.311608561593
"135",380.833167085898
"136",380.352054630703
"137",379.792250226876
"138",379.268149027436
"139",378.687778862395
"140",378.133544792529
"141",377.601382375255
"142",377.078226943628
"143",376.583679023573
"144",376.076666208008
"145",375.582772991911
"146",375.030574812187
"147",374.497486505628
"148",373.986802016564
"149",373.511492203609
"150",372.979446726014
"151",372.458099842462
"152",371.935854824531
"153",371.421337814495
"154",370.879899602843
"155",370.401557668806
"156",369.904508713138
"157",369.422728923679
"158",368.91343856526
"159",368.414479412409
"160",367.952579361921
"161",367.430514259166
"162",366.901355937866
"163",366.425012247735
"164",365.973703388838
"165",365.507372168455
"166",364.950838105898
"167",364.490401160051
"168",364.006880317024
"169",363.485152411891
"170",363.019435332742
"171",362.538392754293
"172",362.032232317829
"173",361.548411313695
"174",361.076640279904
"175",360.562413705802
"176",360.078392124526
"177",359.610576781069
"178",359.131596545608
"179",358.647718048423
"180",358.212226193665
"181",357.706734381936
"182",357.178828434247
"183",356.72655332233
"184",356.250703369605
"185",355.794856159011
"186",355.361373642978
"187",354.868330531488
"188",354.422650296904
"189",353.98028948014
"190",353.491142682466
"191",353.071114855424
"192",352.622839511068
"193",352.112278711699
"194",351.658246876598
"195",351.164990379088
"196",350.663950187123
"197",350.223485233508
"198",349.741533800714
"199",349.292185318944
"200",348.829010297662
"201",348.384642285706
"202",347.889433913301
"203",347.45794056914
"204",346.995741462178
"205",346.550053559514
"206",346.09064737911
"207",345.613979694656
"208",345.180990124036
"209",344.756892046912
"210",344.282161627702
"211",343.825275657435
"212",343.392154434103
"213",342.930178719822
"214",342.514881440822
"215",342.083674110948
"216",341.649280942241
"217",341.16345013856
"218",340.736888439953
"219",340.310523366784
"220",339.828018227487
"221",339.404838949759
"222",338.991659024505
"223",338.538083431322
"224",338.106804141831
"225",337.667050393432
"226",337.25544908221
"227",336.806080633673
"228",336.371102279488
"229",335.959696109544
"230",335.516721616336
"231",335.097044090116
"232",334.638648093004
"233",334.192243226225
"234",333.774885920387
"235",333.345587661704
"236",332.900570019221
"237",332.49099281578
"238",332.069130153867
"239",331.65626699886
"240",331.222618494913
"241",330.786525576993
"242",330.35741356744
"243",329.964852863027
"244",329.50300889193
"245",329.102839713925
"246",328.669119978309
"247",328.244492491212
"248",327.8612056638
"249",327.434721384485
"250",327.005284510249
"251",326.547744415996
"252",326.132782858402
"253",325.742128104889
"254",325.33758517584
"255",324.932855338358
"256",324.496875941301
"257",324.095064587529
"258",323.666894884388
"259",323.242082338798
"260",322.837648149181
"261",322.450899776091
"262",322.054894574148
"263",321.646634990147
"264",321.207510026746
"265",320.799087831497
"266",320.402345491094
"267",319.974786920581
"268",319.596893022515
"269",319.200255121818
"270",318.829542176471
"271",318.442499370882
"272",318.045985226626
"273",317.62702587839
"274",317.206871675576
"275",316.828527598941
"276",316.42198132865
"277",316.032033155166
"278",315.584336083411
"279",315.222702487232
"280",314.791744604373
"281",314.398620255083
"282",314.041294812755
"283",313.65399030582
"284",313.26832572387
"285",312.848995278171
"286",312.434930109136
"287",312.009082064621
"288",311.608114706689
"289",311.246748547574
"290",310.887208354227
"291",310.464188289228
"292",310.07878492401
"293",309.691627376976
"294",309.295138386295
"295",308.890762399916
"296",308.505537421485
"297",308.101001631037
"298",307.717039059348
"299",307.329298387539
"300",306.972187486459
"301",306.560815199036
"302",306.180051093434
"303",305.783246046057
"304",305.382396738073
"305",304.992945424841
"306",304.625181209717
"307",304.263107285523
"308",303.883481866234
"309",303.496184176421
"310",303.09978692681
"311",302.721160220314
"312",302.311952669092
"313",301.937993732905
"314",301.612120686355
"315",301.246730182299
"316",300.891192182126
"317",300.500520260002
"318",300.100369816696
"319",299.721028029245
"320",299.317136494926
"321",298.972556087357
"322",298.606967152388
"323",298.222504297012
"324",297.855462564222
"325",297.464172839918
"326",297.076161863452
"327",296.70569301946
"328",296.350864080646
"329",295.987506418985
"330",295.603498448854
"331",295.242592996443
"332",294.87859128886
"333",294.540257577545
"334",294.154087031409
"335",293.775684500558
"336",293.378147510405
"337",293.019705631311
