"","X1_validation","X2_validation","Y_validation_add2"
"1",1858,644,4.13744746811168
"2",2539,296,4.18002894794549
"3",2731,706,3.90587241977821
"4",430,725,3.35404038144788
"5",1612,259,4.97496554508356
"6",1569,329,5.03104372809548
"7",155,721,3.17468229332649
"8",854,224,5.14902057080614
"9",1306,43,4.99646169889097
"10",514,456,1.2891748572926
"11",2954,979,3.70099870230786
"12",2157,883,3.58064341484014
"13",2158,212,5.05066573878616
"14",491,482,4.14497540188761
"15",1415,349,5.11830085226747
"16",1726,36,3.86811082106662
"17",1825,997,3.11881676917994
"18",2382,242,4.32658880152942
"19",1817,51,4.0712519490353
"20",758,178,1.88594706692309
"21",891,850,2.73307784334558
"22",1780,170,3.97070906486024
"23",344,246,2.73891226768736
"24",1731,454,3.29655939072799
"25",1295,157,4.14735063167609
"26",2132,37,2.97615400029442
"27",220,187,4.25371491269808
"28",2742,965,2.87742852897008
"29",447,1010,3.04669644739651
"30",1226,943,3.23680007727561
"31",1252,710,3.69052927658208
"32",1726,743,2.60326424859107
"33",881,61,3.4368328339734
"34",1227,346,4.84288904737035
"35",2349,546,3.32104725735027
"36",2103,703,3.88945874029677
"37",2602,172,3.84461456348067
"38",621,845,4.184291640451
"39",176,68,5.45286560585274
"40",1439,242,4.52857737300314
"41",2756,697,4.65520293536891
"42",2540,18,3.8792811393954
"43",2515,725,4.71532048899347
"44",721,499,5.32247843902658
"45",814,41,5.29707310778014
"46",1396,358,4.34288567762139
"47",2676,429,4.3145440696746
"48",822,408,4.93287602444962
"49",2678,251,4.20997863665079
"50",2790,309,2.78204974373411
"51",247,541,4.90940171035961
"52",1391,789,3.87143983780819
"53",902,860,3.11633712257692
"54",1946,990,3.08851579568192
"55",2697,495,4.0095634534236
"56",984,535,1.82264590186149
"57",858,251,5.10869253053676
"58",1293,66,2.19735382742183
"59",2847,310,3.61367126203015
"60",387,445,3.16258367039289
"61",2628,927,3.27331839190464
"62",2249,28,4.3678510356978
"63",426,320,4.37179117850416
"64",853,978,3.15728118547212
"65",2615,771,3.91641882567948
"66",2407,295,4.02703217783856
"67",328,410,4.73122418442577
"68",331,650,3.95374840537012
"69",2001,87,4.77595520907177
"70",298,937,2.60484005313159
"71",905,56,3.60521553498242
"72",167,572,3.97551375583259
"73",2489,397,4.94718439836998
"74",2830,578,4.84140958170525
"75",2948,982,3.44437587830268
"76",162,544,4.15015439478006
"77",2709,750,2.94720596133094
"78",3000,841,2.67751975215736
"79",1554,694,3.23219867366985
"80",539,634,4.41982911445512
"81",2341,760,2.47485478890608
"82",2676,555,5.04690564686639
"83",1730,208,1.41074251105155
"84",1307,115,4.23842733440923
"85",2940,100,3.0238558817138
"86",987,459,2.99916212533686
"87",241,829,5.17038134378451
"88",1503,547,3.03798809200163
"89",1881,646,4.53995252353622
"90",2915,322,4.80589982566701
"91",759,175,2.66282459792535
"92",2250,178,2.71542261493022
"93",2769,264,0.860231975941926
"94",1541,88,3.74547180138529
"95",2985,241,4.2371112792619
"96",2133,693,0.772118522562635
"97",1422,407,2.3019115560786
"98",392,829,4.11932156322837
"99",2630,467,4.63070946462431
"100",1221,627,2.83308147234917
"101",2633,908,3.31011150992277
"102",124,658,4.00437176117313
"103",1561,979,3.38468627554183
"104",616,136,1.84584320726457
"105",2729,660,4.36752255043964
"106",2058,202,1.77814434951443
"107",1729,172,2.99361317177241
"108",638,141,1.30996168247156
"109",1650,922,1.75869109289716
"110",1630,318,0.782739483183737
"111",808,333,3.90374543340631
"112",2145,940,4.76375511082108
"113",2390,63,4.03595147476317
"114",2883,753,4.83244928946952
"115",1742,325,3.94413521662871
"116",611,304,2.14394972943623
"117",2098,774,0.844097710158574
"118",251,831,3.65775074031665
"119",1611,655,3.17994016677429
"120",1663,158,1.90788059911695
"121",2025,255,3.33196754138726
"122",1363,392,3.25862561835212
"123",1984,163,3.13950288612365
"124",427,983,3.98358638962861
"125",2725,277,3.06336885500805
"126",635,359,3.83456192053422
"127",1782,420,4.20180987170507
"128",1020,434,5.27108098517387
"129",1213,680,3.16791796840507
"130",1710,123,2.60327734239029
"131",1844,357,5.64569949710671
"132",737,895,3.6865088763184
"133",2029,795,1.23793564092877
"134",2216,503,3.37056771162713
"135",2159,897,4.08576305683557
"136",888,832,3.67409937854773
"137",2933,179,3.34122698312753
"138",2151,277,4.65606905140599
"139",1267,533,3.99404833763694
"140",318,139,5.01535498934305
"141",59,494,1.62929315142455
"142",2211,168,4.77396678951336
"143",350,203,0.613913696405445
"144",1201,192,2.8739745939636
"145",1027,874,4.1055229937166
"146",2982,250,2.79785222553541
"147",2865,714,4.83234856956812
"148",2630,989,4.34691269776495
"149",1316,396,3.27468853324816
"150",2038,672,4.08903101995458
"151",1016,682,4.7848160339233
"152",1714,551,3.92115358514647
"153",2592,800,4.15602313384528
"154",346,601,4.44208223859432
"155",2088,492,4.31968621624778
"156",457,117,4.73863138595982
"157",1108,679,4.42387477738414
"158",1899,145,5.16358604297842
"159",1471,26,4.36074642346961
"160",1861,976,2.6870768782804
"161",2196,433,2.90938282327703
"162",2382,973,3.27297976250602
"163",1130,322,3.23067599693687
"164",625,42,2.82382563227648
"165",2465,297,4.74749707317518
"166",2237,333,3.83584783050187
"167",1488,197,4.4943452898897
"168",2571,745,3.38839154985111
"169",1100,874,1.85352010801437
"170",978,393,2.69387742780381
"171",157,875,0.927122489001358
"172",2893,571,3.12128629313817
"173",2171,161,4.74793735605537
"174",2961,620,2.94767430853853
"175",1746,682,5.50158644468923
"176",2223,476,3.26266277472019
"177",2097,65,3.9313403874766
"178",1061,752,3.93089947151557
"179",2967,790,4.52839520341569
"180",2169,863,5.15928478838269
"181",1467,936,2.82373153357807
"182",2652,601,4.01270102551361
"183",2571,982,3.50679298859715
"184",2805,726,4.75803738416915
"185",1568,247,5.24021368535591
"186",388,569,2.68770063644301
"187",1406,643,1.88926788625785
"188",723,70,5.19322430948656
"189",2378,161,3.43498679703996
"190",576,808,4.01071831179354
"191",1024,311,5.16761324716144
"192",347,110,4.20796205803753
"193",338,526,3.36921784218975
"194",2765,393,3.57541973502275
"195",2454,324,3.83935768782188
"196",1335,507,4.49101886825742
"197",1816,28,4.57747461978011
"198",1747,907,2.33424883190313
"199",1711,1013,3.00580200737496
"200",1232,497,4.05403818540065
"201",2488,376,4.02349250575752
"202",852,330,3.64720478480376
"203",2170,965,3.98673556013757
"204",2025,595,4.06505520579241
"205",652,707,3.58678994501126
"206",2882,857,2.83560020530834
"207",1332,527,1.93898428268866
"208",2182,1011,3.82270339886707
"209",1267,354,3.03631853290499
"210",4,682,4.90634206436371
"211",638,400,0.813570679339698
"212",1393,24,3.55754157931661
"213",90,69,2.18739166009486
"214",673,80,3.67914683937335
"215",2700,1006,2.93613204914732
"216",3,762,3.01398306737665
"217",1060,629,2.73185301396459
