"","X1_validation","X2_validation","Y_validation_add2"
"1",2380,720,4.28273471558485
"2",2642,45,3.38136865706307
"3",2764,502,4.16935269354348
"4",2189,370,3.77923805052557
"5",806,400,5.19573970675476
"6",446,72,4.15150761730727
"7",2326,813,4.28516457525172
"8",2586,883,1.13784655482934
"9",1331,552,4.26040639493637
"10",2769,648,4.35713550253203
"11",669,744,4.95653055689405
"12",1295,612,5.33596158651647
"13",130,116,3.22260316985478
"14",1041,20,4.1950294366301
"15",2908,76,4.17939633917011
"16",1605,690,3.5547895174457
"17",2525,881,4.68361135160539
"18",2689,635,4.08310693221586
"19",927,875,5.08024773043981
"20",1653,228,5.49009649338213
"21",985,497,2.5242452255845
"22",2476,459,5.44232121951331
"23",1840,858,3.82549033956614
"24",2242,35,3.87848325749757
"25",1970,693,2.4050817190412
"26",1131,236,3.9438451138951
"27",1982,984,4.78252739526835
"28",866,655,3.92333390889655
"29",227,861,5.00034159168034
"30",11,884,3.71149640503983
"31",1434,526,4.06177157647039
"32",2746,151,4.1443998979612
"33",1191,197,3.39858217549529
"34",1328,67,0.864885396263784
"35",2772,861,4.03883652942747
"36",2207,978,3.05730770567999
"37",2816,161,5.45073862034098
"38",2356,211,4.89059276740281
"39",1646,631,5.05452681536489
"40",2771,938,3.20778813703055
"41",1840,44,4.94117393723304
"42",1450,927,4.98436076060383
"43",1640,81,5.57915273190994
"44",791,522,3.40112050348503
"45",2066,331,1.68721471404472
"46",2020,617,2.56757760505739
"47",586,526,3.38155267555118
"48",1539,56,3.95283735566744
"49",1358,557,3.77561250568485
"50",2580,925,3.60709757201708
"51",509,666,5.08472731861091
"52",1536,978,3.05327240043815
"53",2037,374,3.69565432930448
"54",158,261,1.60757870588534
"55",1556,142,4.02672048567257
"56",840,383,2.06256556367882
"57",2518,401,4.73993995053622
"58",98,261,3.70771871900969
"59",172,17,4.81086992225243
"60",356,478,2.93081590117982
"61",2947,191,3.78344907962663
"62",518,154,3.56228386818964
"63",2589,740,1.55254828403806
"64",592,230,3.13533978043398
"65",878,526,4.30407275252158
"66",818,709,3.49769345841023
"67",2050,756,3.23948480577681
"68",1096,304,2.45147230487892
"69",2595,224,5.22678961306186
"70",2233,214,3.7966803203375
"71",2207,751,1.80171478385952
"72",570,95,4.82080664240471
"73",2422,247,3.89097005068132
"74",1833,972,4.68809257437038
"75",83,491,2.09685698267823
"76",856,123,2.83249470166318
"77",1889,42,4.39729099241731
"78",2770,1009,4.87875892288373
"79",719,947,5.54922864801053
"80",1010,219,3.7807382039531
"81",1744,849,3.92632543224314
"82",2992,449,3.41924243681981
"83",733,1023,4.50967357324813
"84",2306,347,3.78765292258623
"85",1489,829,4.91642666662948
"86",291,420,3.97107208190388
"87",1159,927,3.33011991413267
"88",1817,615,1.84719128707088
"89",2562,709,2.77680863012444
"90",2171,314,4.70739191418158
"91",48,1018,3.98660089479217
"92",1254,762,3.00507206962027
"93",2677,872,3.3459722626027
"94",2090,228,5.18249740855976
"95",2536,251,1.51080027384799
"96",2202,987,3.41454039696579
"97",20,122,2.17161790255672
"98",1729,795,3.0285064677736
"99",1660,631,2.03322124131702
"100",1041,317,3.96405954127309
"101",1318,499,4.21040060373124
"102",2306,401,2.7088598395099
"103",1659,209,1.76255394291179
"104",959,773,3.0698505871693
"105",2808,254,3.25060816760355
"106",2742,148,3.87088673183861
"107",1749,1018,4.27123936178126
"108",407,95,5.10104945184545
"109",2245,442,2.5999657536713
"110",2980,445,3.92546878851173
"111",171,433,4.08815191647697
"112",1605,582,5.07873135448676
"113",114,891,4.29585225471981
"114",1335,908,3.0618538476201
"115",194,953,5.26118502350929
"116",2015,152,1.72316274799909
"117",215,523,5.26407600986857
"118",941,386,3.21580469089233
"119",2989,829,5.31972876682921
"120",1449,58,3.04436683616681
"121",509,34,4.73991030841919
"122",2924,323,2.47119245863982
"123",1497,396,4.01367709642828
"124",237,511,2.74187753954783
"125",1977,875,4.25224608390771
"126",571,572,3.58414326021315
"127",866,717,0.759370030563009
"128",2613,316,2.60068693393774
