"","X1_validation","X2_validation","Y_validation_add1"
"1",2380,720,4.16828314955149
"2",2642,45,3.17737514129007
"3",2764,502,3.75114308691126
"4",2189,370,4.04686006115068
"5",806,400,4.82550860029941
"6",446,72,3.8719942087194
"7",2326,813,3.82782011072409
"8",2586,883,1.13558444068889
"9",1331,552,4.16872322117468
"10",2769,648,4.11805000441446
"11",669,744,5.09933234209717
"12",1295,612,5.23462475780757
"13",130,116,2.69945824352053
"14",1041,20,4.10702729825737
"15",2908,76,4.20494789176897
"16",1605,690,4.00426790816143
"17",2525,881,5.03343069855334
"18",2689,635,3.69508724772991
"19",927,875,4.96636707586755
"20",1653,228,5.11243243217311
"21",985,497,3.00418133778099
"22",2476,459,4.87793627799215
"23",1840,858,4.145570892092
"24",2242,35,3.88461666930335
"25",1970,693,2.06467487017854
"26",1131,236,3.88754364639682
"27",1982,984,5.09783163504274
"28",866,655,4.12166989321861
"29",227,861,5.17530021244339
"30",11,884,3.82822762794251
"31",1434,526,3.79571926486078
"32",2746,151,4.06145636191997
"33",1191,197,2.88622469970204
"34",1328,67,1.10902149587135
"35",2772,861,4.01011073615531
"36",2207,978,3.07977148432424
"37",2816,161,4.93807098165777
"38",2356,211,4.94824425224907
"39",1646,631,4.90237549666631
"40",2771,938,2.68246731705731
"41",1840,44,4.83668416413448
"42",1450,927,5.03675986457222
"43",1640,81,5.16674593180491
"44",791,522,3.15569252135468
"45",2066,331,2.02478637304968
"46",2020,617,2.87579696683667
"47",586,526,4.03950590194925
"48",1539,56,4.15364232456539
"49",1358,557,4.15298297808188
"50",2580,925,2.72764399745451
"51",509,666,5.21289558709561
"52",1536,978,3.21158558468953
"53",2037,374,3.97405010958419
"54",158,261,2.14223511018421
"55",1556,142,3.87727284158966
"56",840,383,2.00979285382697
"57",2518,401,4.88476826995403
"58",98,261,3.79044174075945
"59",172,17,5.13959733824778
"60",356,478,3.01231448321767
"61",2947,191,4.18411028147911
"62",518,154,4.23772419380672
"63",2589,740,2.10169360825189
"64",592,230,3.23992956114305
"65",878,526,4.02125037859049
"66",818,709,3.90290810605562
"67",2050,756,2.74273638810974
"68",1096,304,1.96168496187886
"69",2595,224,5.07059045678217
"70",2233,214,3.99737499814858
"71",2207,751,2.09308030828704
"72",570,95,5.06808740922067
"73",2422,247,4.10983503298546
"74",1833,972,4.85746261494372
"75",83,491,1.98608534140111
"76",856,123,3.25935167508162
"77",1889,42,3.95622892952078
"78",2770,1009,5.11346077038695
"79",719,947,4.95639723946309
"80",1010,219,4.04246939584347
"81",1744,849,3.89501408528325
"82",2992,449,3.1188867236428
"83",733,1023,4.08105705139157
"84",2306,347,4.10767761683962
"85",1489,829,4.90119733941667
"86",291,420,3.72634139686579
"87",1159,927,3.01536244576979
"88",1817,615,2.35960664596242
"89",2562,709,2.90690306093261
"90",2171,314,4.86790577933132
"91",48,1018,3.91486124611236
"92",1254,762,2.87847794393407
"93",2677,872,2.92832658368689
"94",2090,228,5.17094422791796
"95",2536,251,1.92238470905965
"96",2202,987,2.82054267373821
"97",20,122,2.25572088637244
"98",1729,795,2.85453031947503
"99",1660,631,2.16344137370958
"100",1041,317,4.21129547829344
"101",1318,499,4.04014751851474
"102",2306,401,2.96492212913172
"103",1659,209,2.12429666179649
"104",959,773,2.94278329585373
"105",2808,254,3.35051925020107
"106",2742,148,4.10202328312887
"107",1749,1018,4.09160805379989
"108",407,95,5.09301229175464
"109",2245,442,3.13153825119028
"110",2980,445,4.04648529767183
"111",171,433,3.89215577367616
"112",1605,582,4.95559173753843
"113",114,891,3.84114325370252
"114",1335,908,2.8295304183803
"115",194,953,5.21362190585327
"116",2015,152,2.01002605060415
"117",215,523,5.1153369007597
"118",941,386,3.1238670061839
"119",2989,829,4.81727545360424
"120",1449,58,3.08553699568764
"121",509,34,4.65209842793253
"122",2924,323,3.00270170837359
"123",1497,396,4.02679080179947
"124",237,511,3.04940444378378
"125",1977,875,4.2737300917039
"126",571,572,4.10974655217922
"127",866,717,1.16704151706726
"128",2613,316,3.03557964283014
"129",488,371,4.92836276725928
"130",2370,69,2.89849233559953
"131",961,967,5.10372608291021
"132",30,400,4.2166377774479
"133",386,539,3.88259111941123
"134",2557,217,1.84766966771362
"135",838,645,4.26267800026748
"136",178,342,5.12482965555433
"137",2101,183,4.15614196170209
"138",2171,278,3.06892088213672
"139",2603,48,5.07279027577535
"140",1610,444,3.94759375739066
"141",113,854,5.03384050976363
"142",324,220,4.05238205258059
"143",1734,1028,3.23806616600486
"144",2820,684,2.95970299691769
"145",2484,832,3.93574140024993
"146",341,555,3.13374397167475
"147",114,103,5.05688782634169
"148",163,186,5.044447190375
"149",1626,60,5.1070680680918
"150",1924,506,4.17775645893983
"151",379,792,2.85284789577196
"152",2604,56,4.03201122349443
"153",1972,501,4.84157159321338
"154",1985,170,4.05978018676957
"155",168,310,4.19485910914346
"156",1784,28,4.88519021877294
"157",2828,333,5.2896694064731
"158",1155,7,3.95252020938104
"159",262,1001,1.91981471255092
"160",2042,581,2.81575702246708
"161",2234,937,4.11323861943729
"162",2633,203,4.10441411084581
"163",2671,308,3.96357885820199
"164",926,992,5.09385899455711
"165",11,898,2.01234474540982
"166",214,982,3.08790523630316
"167",268,540,5.16854382208039
"168",1926,130,3.24594706324828
"169",110,539,4.8742019536087
"170",1823,725,3.11157996190374
"171",2890,688,3.03881312502878
"172",977,978,3.98800028300818
"173",780,533,5.08956899446572
"174",1066,372,0.879247674802646
"175",595,445,3.78894588598176
"176",1289,150,5.03000276069352
"177",297,615,5.19682543439057
"178",778,28,5.17178132429796
"179",1096,121,3.04291458171022
"180",312,730,3.0111601051402
"181",1852,304,2.91111671161721
"182",2117,1006,4.8998093213313
"183",1733,611,2.85413003494436
"184",2244,45,2.97187338523886
"185",1807,627,5.12674243622881
"186",2200,522,4.86296054593133
"187",2515,23,3.13646642903491
"188",2397,254,4.06874941365279
"189",24,354,3.79895617169124
"190",482,477,4.1748935299799
